0.0,370.0,313.0,70.0,25.0,34.0
0.0,369.0,311.0,71.0,24.0,33.0
0.0,381.0,301.0,70.0,24.0,32.0
0.0,373.0,286.0,70.0,24.0,32.0
0.0,382.0,260.0,72.0,25.0,30.0
0.0,389.0,237.0,70.0,24.0,31.0
0.0,392.0,213.0,72.0,25.0,31.0
0.0,398.0,185.0,70.0,25.0,30.0
0.0,401.0,177.0,71.0,24.0,30.0
0.0,406.0,174.0,72.0,25.0,29.5
0.0,416.0,161.0,70.0,24.0,28.0
0.0,426.0,147.0,70.0,24.0,28.0
0.0,437.0,135.0,71.0,25.0,27.0
0.0,439.0,133.0,70.0,24.0,26.0
